sample_id,image_id,label,split,roi_path,is_augmented,source_id,mean_R,mean_G,mean_B,std_R,std_G,std_B,mean_H,mean_S,mean_V,std_H,std_S,std_V,mean_L,mean_a,mean_b,std_L,std_a,std_b,mean_r_norm,mean_g_norm,mean_b_norm,std_r_norm,std_g_norm,std_b_norm
IMG_20260406_121211_r0_c0_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c0_aug2.jpg,True,IMG_20260406_121211_r0_c0,4.897461,113.584885,146.2709,1.7209237,4.531163,4.779007,96.92785,246.5005,146.2709,0.3185147,2.8834326,4.779007,113.29535,113.46453,102.71027,4.1162405,1.0880505,0.88181823,0.018377997,0.42899844,0.5526249,0.005996287,0.0037220642,0.005114798
IMG_20260406_121211_r0_c0_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c0_aug3.jpg,True,IMG_20260406_121211_r0_c0,70.65219,228.60191,254.53468,5.6322536,3.1002762,0.75582886,94.240234,184.24211,254.53468,0.58438563,5.650492,0.75582886,214.74297,95.90894,103.65527,2.4426355,1.2565957,1.4595122,0.1274775,0.41281852,0.45968843,0.008469394,0.0037502693,0.0063033868
IMG_20260406_121211_r0_c0_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c0_aug4.jpg,True,IMG_20260406_121211_r0_c0,0.56980467,119.104645,185.55988,1.0289459,4.2987967,4.2211294,100.730896,254.27129,185.55988,0.4505692,1.3980614,4.2211294,122.367615,125.2114,85.44312,3.7747386,1.5899364,1.2476764,0.0018271704,0.39013696,0.608059,0.0032583696,0.005065011,0.005830478
IMG_20260406_121211_r0_c1_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c1_aug1.jpg,True,IMG_20260406_121211_r0_c1,10.917617,158.30363,213.68242,7.8232193,10.923864,10.814462,98.163864,242.25008,213.68242,0.7183896,8.778246,10.814462,156.1291,113.62211,90.30293,9.910214,2.535503,1.5584439,0.027510416,0.41340157,0.5590847,0.018165564,0.009073656,0.015683463
IMG_20260406_121211_r0_c1_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c1_aug2.jpg,True,IMG_20260406_121211_r0_c1,1.299961,154.19063,202.9523,3.292334,9.591364,8.479811,97.17422,253.45831,202.9523,0.84008473,3.9231462,8.479811,151.62938,111.64859,93.52195,8.688415,2.499048,0.8989887,0.0034406877,0.42971957,0.566836,0.008130111,0.011703619,0.012928063
IMG_20260406_121211_r0_c1_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c1_aug3.jpg,True,IMG_20260406_121211_r0_c1,0.39121094,96.14477,134.96089,0.91532135,4.0019636,4.0537343,98.78805,254.24054,134.96089,0.51546645,1.6960793,4.0537343,97.183395,119.05297,99.829216,3.89918,1.1236736,0.81667876,0.0016422181,0.41522938,0.5831291,0.003693646,0.005002216,0.0055354815
IMG_20260406_121211_r0_c1_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c1_aug4.jpg,True,IMG_20260406_121211_r0_c1,26.48125,183.55136,226.45743,8.701108,4.438805,4.10759,96.39547,225.30048,226.45743,0.53344125,9.415435,4.10759,177.01675,105.3516,95.94199,3.873177,1.3480047,1.3926656,0.060079373,0.42072687,0.51919,0.017672097,0.0072402386,0.0116852475
IMG_20260406_121211_r0_c2_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c2_aug1.jpg,True,IMG_20260406_121211_r0_c2,18.822382,189.9532,236.8575,14.202763,7.957947,7.7458777,96.38023,235.0921,236.8575,0.48710895,14.5635805,7.7458777,182.72777,105.327034,93.84004,6.9916983,1.3144921,1.2081658,0.040523518,0.42687318,0.5325973,0.028282765,0.010732983,0.018014412
IMG_20260406_121211_r0_c2_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c2_aug2.jpg,True,IMG_20260406_121211_r0_c2,61.85051,195.06062,216.53598,19.05712,7.3647795,7.0716968,94.179924,182.74269,216.53598,0.4584057,20.45687,7.0716968,186.2511,99.79914,106.97137,7.108573,1.7700611,1.0412455,0.12856404,0.4129094,0.4585206,0.031389035,0.013937749,0.017685235
IMG_20260406_121211_r0_c2_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c2_aug3.jpg,True,IMG_20260406_121211_r0_c2,129.03543,247.96371,240.08707,20.900288,2.5536823,2.2883961,88.09008,122.47739,248.13043,0.74415016,21.415356,1.1374509,231.9387,92.94629,121.56539,3.0121593,4.8472633,1.8660749,0.20815511,0.4023033,0.38950294,0.025991404,0.013896333,0.0128768645
IMG_20260406_121211_r0_c2_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r0_c2_aug4.jpg,True,IMG_20260406_121211_r0_c2,57.999374,218.6836,252.69614,19.756615,7.8692813,1.9780667,95.16375,196.50313,252.69614,0.81580997,19.963024,1.9780667,206.82808,99.00371,99.87742,6.656659,2.07389,4.0108924,0.107977174,0.4134537,0.47856104,0.031027326,0.007679895,0.024120005
IMG_20260406_121211_r1_c0_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c0_aug1.jpg,True,IMG_20260406_121211_r1_c0,0.8834375,179.49461,214.46016,1.5121107,4.201416,2.4266725,94.80875,254.02594,214.46016,0.39855134,1.7410014,2.4266725,172.41925,102.4784,99.74176,3.3407466,1.5982835,1.1692442,0.0021792469,0.45455414,0.5432672,0.0035535018,0.0032176394,0.004988579
IMG_20260406_121211_r1_c0_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c0_aug2.jpg,True,IMG_20260406_121211_r1_c0,2.8548827,174.52937,220.03062,2.9939456,3.2692275,2.8565233,96.010666,251.80727,220.03062,0.12152964,3.3989434,2.8565233,169.16937,106.80801,94.45512,2.7897725,0.7596814,0.6651159,0.00704633,0.43920577,0.55377823,0.006939296,0.0022843592,0.0053213686
IMG_20260406_121211_r1_c0_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c0_aug3.jpg,True,IMG_20260406_121211_r1_c0,2.9042578,112.02863,146.0727,1.446134,3.1550224,3.1363137,97.052734,249.94969,146.0727,0.28387132,2.4616299,3.1363137,111.992615,114.21641,102.12258,2.9829078,0.8520888,0.904877,0.011038277,0.42918256,0.5597557,0.0053120693,0.003545959,0.004574195
IMG_20260406_121211_r1_c0_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c0_aug4.jpg,True,IMG_20260406_121211_r1_c0,28.001953,210.33414,246.75441,5.844853,5.4926295,4.963948,94.99379,226.15805,246.75441,0.34353605,5.621246,4.963948,199.05957,98.69187,98.34004,4.595957,1.3622041,1.3111755,0.05742449,0.43368995,0.508874,0.010241677,0.004361397,0.0074200807
IMG_20260406_121211_r1_c1_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c1_aug1.jpg,True,IMG_20260406_121211_r1_c1,4.9626174,169.05914,237.46832,5.7617593,16.654251,14.821853,98.88852,249.8928,237.46832,1.1537836,5.9270506,14.821853,166.84418,116.156876,83.782425,14.489999,4.6166983,2.5298216,0.0115947835,0.41008487,0.5783164,0.012708217,0.013408625,0.016632946
IMG_20260406_121211_r1_c1_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c1_aug2.jpg,True,IMG_20260406_121211_r1_c1,0.78382814,184.15778,212.76843,3.334338,8.4548855,6.6605906,94.01028,254.14449,212.76843,0.5107628,3.726507,6.6605906,175.89981,99.35313,102.78484,7.237107,2.1815882,1.0079232,0.0018507576,0.46296492,0.53518564,0.007052459,0.0058760447,0.006860352
IMG_20260406_121211_r1_c1_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c1_aug3.jpg,True,IMG_20260406_121211_r1_c1,4.247266,204.31004,245.69614,9.4254265,9.059818,6.738893,95.0716,250.70926,245.69614,0.5207252,9.533543,6.738893,194.19704,100.50953,95.92629,7.6153193,2.3565452,1.367919,0.008828015,0.4497756,0.54140085,0.017729307,0.007992689,0.012591016
IMG_20260406_121211_r1_c1_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c1_aug4.jpg,True,IMG_20260406_121211_r1_c1,45.18879,182.65157,228.54305,4.920827,9.424777,7.7561483,97.4784,204.50226,228.54305,0.81871927,5.245456,7.7561483,177.1284,107.8298,94.79774,8.041688,2.6004672,1.2948222,0.09900746,0.40002292,0.50098646,0.008775356,0.007163826,0.0065734833
IMG_20260406_121211_r1_c2_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c2_aug1.jpg,True,IMG_20260406_121211_r1_c2,45.059025,202.78578,242.68332,5.79191,4.495574,4.0352497,96.00918,207.69153,242.68332,0.14668354,5.607014,4.0352497,193.53723,102.12914,97.19133,3.9269319,0.7786182,0.6730281,0.09164739,0.41345614,0.49490285,0.009535451,0.0033859385,0.0065874606
IMG_20260406_121211_r1_c2_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c2_aug2.jpg,True,IMG_20260406_121211_r1_c2,63.500977,253.71825,251.86949,8.31011,4.9386697,2.8138423,89.688324,191.45691,254.48227,0.8556677,8.303618,1.3361294,232.69699,82.85285,115.59211,3.784327,2.2271445,2.5037136,0.11140575,0.44586262,0.44273052,0.012894506,0.006695561,0.009520073
IMG_20260406_121211_r1_c2_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c2_aug3.jpg,True,IMG_20260406_121211_r1_c2,15.480899,183.52914,224.42105,8.640648,4.6161175,3.8797193,95.997734,237.52106,224.42105,0.17250125,9.647402,3.8797193,176.57207,104.163475,96.82687,4.020413,1.0586525,0.75774837,0.03596503,0.43362442,0.5304138,0.01887589,0.0073357797,0.012089466
IMG_20260406_121211_r1_c2_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r1_c2_aug4.jpg,True,IMG_20260406_121211_r1_c2,36.803905,225.61594,254.2345,7.490061,3.9890563,1.2991077,93.91457,218.16379,254.2345,0.52502775,7.515091,1.2991077,211.26813,94.18433,101.73453,3.1409404,1.5768497,1.7766336,0.070987366,0.43673906,0.49225816,0.0128568,0.0047058794,0.009833532
IMG_20260406_121211_r2_c0_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c0_aug1.jpg,True,IMG_20260406_121211_r2_c0,32.44336,231.76508,254.74765,2.1515975,4.2116556,0.62189555,93.08035,222.55309,254.75856,0.6852343,2.1513405,0.60894734,215.65367,91.27351,104.06195,3.1439533,1.9584504,1.9354485,0.062483225,0.44662145,0.49087352,0.0033146762,0.0033454928,0.005627335
IMG_20260406_121211_r2_c0_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c0_aug2.jpg,True,IMG_20260406_121211_r2_c0,1.2125782,173.58308,218.9016,2.940644,5.2548714,3.5032475,95.98961,253.72183,218.9016,0.26601264,3.1348171,3.5032475,168.26367,106.871605,94.77801,4.356949,1.501104,1.0112389,0.00291042,0.44093695,0.5562141,0.006317195,0.0020591076,0.0065190694
IMG_20260406_121211_r2_c0_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c0_aug3.jpg,True,IMG_20260406_121211_r2_c0,64.87242,200.27742,233.43437,2.787998,4.141048,3.100035,95.91058,184.17613,233.43437,0.34517935,2.279739,3.100035,191.69278,102.40356,101.148865,3.4539936,1.0569463,1.118189,0.13006617,0.40168494,0.46823832,0.0032623885,0.0021412435,0.003398938
IMG_20260406_121211_r2_c0_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c0_aug4.jpg,True,IMG_20260406_121211_r2_c0,45.277267,197.79262,221.47145,4.6071053,5.798113,4.927963,94.02469,202.96149,221.47145,0.41559926,4.2813315,4.927963,187.87823,97.955505,105.305466,4.9221854,1.2483559,1.0153929,0.097272255,0.42582408,0.47691742,0.0069167623,0.0033448895,0.0051447377
IMG_20260406_121211_r2_c1_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c1_aug1.jpg,True,IMG_20260406_121211_r2_c1,0.640625,137.9105,199.45122,0.7345641,1.6301264,1.5809433,99.00293,254.22578,199.45122,0.054041747,1.0185863,1.5809433,138.7827,119.630394,87.32371,1.4255843,0.6764763,0.6269761,0.0018897782,0.4080347,0.590096,0.0021557417,0.0020205397,0.0019143296
IMG_20260406_121211_r2_c1_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c1_aug2.jpg,True,IMG_20260406_121211_r2_c1,12.141445,186.54109,236.28653,1.2039721,1.5975199,1.1867503,96.96039,241.8603,236.28653,0.19726801,1.1822796,1.1867503,180.16827,106.60398,92.208786,1.2135953,0.60742486,0.49015114,0.027893467,0.4288929,0.54328233,0.0023198677,0.0010511089,0.0020012124
IMG_20260406_121211_r2_c1_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c1_aug3.jpg,True,IMG_20260406_121211_r2_c1,0.15980469,130.98645,177.39183,0.43769047,2.7622724,2.654308,97.97641,254.8261,177.39183,0.15657142,0.5227159,2.654308,130.7593,115.00086,95.00125,2.3845425,0.7943515,0.591414,0.0005101884,0.4245179,0.57494473,0.0013717524,0.002488961,0.002566103
IMG_20260406_121211_r2_c1_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c1_aug4.jpg,True,IMG_20260406_121211_r2_c1,88.8834,254.98938,254.99347,1.0244911,0.10327513,0.08051235,90.0,166.11661,254.99347,0.0,1.0244906,0.08051235,234.98969,86.00641,115.002266,0.10141011,0.081255324,0.04753312,0.14843309,0.42580295,0.42581004,0.0014577309,0.0007375694,0.000724258
IMG_20260406_121211_r2_c2_aug1,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c2_aug1.jpg,True,IMG_20260406_121211_r2_c2,13.995625,159.04617,199.46254,1.77849,2.9220922,2.4283388,96.45125,237.11676,199.46254,0.5103389,2.164272,2.4283388,155.26965,108.297386,97.58933,2.3771138,1.5389823,1.463008,0.037530165,0.42696637,0.5355052,0.004355457,0.0046022283,0.0049989987
IMG_20260406_121211_r2_c2_aug2,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c2_aug2.jpg,True,IMG_20260406_121211_r2_c2,56.98082,186.60945,232.85442,1.5759217,2.6893587,2.013132,97.849144,192.55774,232.85442,0.35789937,1.6267415,2.013132,181.18585,108.37086,95.21875,2.078997,1.08558,0.9168754,0.119579755,0.39165643,0.4886182,0.002745952,0.0029125453,0.0025495167
IMG_20260406_121211_r2_c2_aug3,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c2_aug3.jpg,True,IMG_20260406_121211_r2_c2,2.4752343,117.452385,161.33836,1.937125,2.5571,2.7715054,98.0866,251.06503,161.33836,0.2811905,2.9597342,2.7715054,117.98582,116.85258,96.97297,2.2673814,0.81275564,0.7136192,0.008673226,0.4176439,0.57371354,0.006644513,0.0032426636,0.005420113
IMG_20260406_121211_r2_c2_aug4,blue_IMG_20260406_121211,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121211_r2_c2_aug4.jpg,True,IMG_20260406_121211_r2_c2,85.278046,253.53583,254.68797,1.6724273,1.0838263,0.4735249,90.21031,169.72,254.69633,0.40772408,1.6714766,0.4654411,233.76212,86.065506,114.801994,0.8172687,0.6690259,0.4391888,0.14366117,0.42716476,0.42918396,0.0022980098,0.0012860991,0.001626219
IMG_20260406_121215_r0_c0_aug1,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c0_aug1.jpg,True,IMG_20260406_121215_r0_c0,4.8680468,113.10844,166.55035,4.608478,8.32148,7.5431714,99.9193,247.72891,166.55035,0.7739095,6.647876,7.5431714,115.18543,121.53477,92.01469,7.601104,2.462857,1.6060637,0.016371114,0.3974165,0.586219,0.014710476,0.008575684,0.014286772
IMG_20260406_121215_r0_c0_aug2,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c0_aug2.jpg,True,IMG_20260406_121215_r0_c0,0.4128906,89.42652,138.24289,0.7019474,5.677594,4.920906,100.6268,254.19281,138.24289,0.6925793,1.3418825,4.920906,92.06828,124.5611,94.67707,5.300511,1.8765451,1.1152087,0.0017898716,0.39176482,0.60647607,0.0030096099,0.008038933,0.008202395
IMG_20260406_121215_r0_c0_aug3,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c0_aug3.jpg,True,IMG_20260406_121215_r0_c0,5.7860937,111.547386,156.1766,5.9569535,10.003513,9.538648,98.87391,245.9007,156.1766,1.171696,9.095796,9.538648,112.592384,118.52371,96.51207,9.1572895,3.540469,3.0782645,0.01984908,0.40783566,0.572316,0.019454531,0.013050825,0.019757312
IMG_20260406_121215_r0_c0_aug4,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c0_aug4.jpg,True,IMG_20260406_121215_r0_c0,51.68246,192.47324,240.92235,7.4385657,5.636579,4.9408264,97.7664,200.32274,240.92235,0.44761387,7.7907987,4.9408264,186.0132,107.45285,93.598045,4.78909,1.2558768,1.1504345,0.10630915,0.39681745,0.4968823,0.012929244,0.0046018003,0.0092057185
IMG_20260406_121215_r0_c1_aug1,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c1_aug1.jpg,True,IMG_20260406_121215_r0_c1,92.97855,180.93071,218.68472,37.833824,15.71561,9.774855,99.150154,147.78062,218.68472,0.9291759,41.56023,9.774855,178.54222,113.53473,101.30418,15.687412,3.069267,5.3652134,0.18195818,0.3690348,0.449004,0.057692252,0.015908038,0.042578936
IMG_20260406_121215_r0_c1_aug2,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c1_aug2.jpg,True,IMG_20260406_121215_r0_c1,113.93555,188.6616,213.99712,36.49438,13.663111,8.785097,97.86945,120.337654,213.99712,0.9439904,40.615425,8.785097,185.88449,112.43601,108.29488,14.372457,4.220425,4.926505,0.21519323,0.36683422,0.4179705,0.05107222,0.016171526,0.035273027
IMG_20260406_121215_r0_c1_aug3,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c1_aug3.jpg,True,IMG_20260406_121215_r0_c1,62.991955,126.69063,147.69598,26.448927,9.0650215,5.1401544,97.59922,147.29425,147.69598,0.7458994,42.97601,5.1401544,127.52351,114.78789,110.69953,10.161705,2.5711915,3.77036,0.18013585,0.3775454,0.44231173,0.05804949,0.018488295,0.03994061
IMG_20260406_121215_r0_c1_aug4,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c1_aug4.jpg,True,IMG_20260406_121215_r0_c1,54.104103,120.56066,145.97258,24.900545,10.145218,6.2835846,98.411446,161.64618,145.97258,0.6717311,40.771526,6.2835846,121.5693,115.84414,108.09254,10.790021,1.9089509,3.6318038,0.16178378,0.37790334,0.46031535,0.058901615,0.016957683,0.042564467
IMG_20260406_121215_r0_c2_aug1,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c2_aug1.jpg,True,IMG_20260406_121215_r0_c2,157.88828,172.57462,179.47453,43.37926,27.41479,19.167547,68.13121,36.05332,179.9513,41.94649,44.302372,19.534773,177.57324,124.81371,122.7043,28.153513,3.2243927,6.464547,0.3022899,0.339803,0.35792947,0.04694269,0.009486449,0.038135704
IMG_20260406_121215_r0_c2_aug2,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c2_aug2.jpg,True,IMG_20260406_121215_r0_c2,128.54082,148.87508,156.02223,52.807602,35.34906,22.610483,70.75973,61.3359,159.33727,39.516094,57.13069,24.773144,153.69524,123.37863,121.73191,36.53203,2.9962194,9.920875,0.2814549,0.3451849,0.37337792,0.063903205,0.00997863,0.057462297
IMG_20260406_121215_r0_c2_aug3,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c2_aug3.jpg,True,IMG_20260406_121215_r0_c2,185.2071,204.07379,210.0328,52.008698,32.40602,25.584618,86.80828,36.538437,211.00446,36.104027,41.35911,26.38617,206.17242,123.24703,122.891136,32.626675,4.8952956,6.1051188,0.30197793,0.3424443,0.35560265,0.04281455,0.012146506,0.03130547
IMG_20260406_121215_r0_c2_aug4,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r0_c2_aug4.jpg,True,IMG_20260406_121215_r0_c2,209.32019,227.01363,235.68207,46.681664,27.327549,18.064999,71.61789,31.679415,235.95738,46.924892,38.24651,18.241909,227.59473,124.24438,121.79535,27.31329,4.1044006,7.2202272,0.3067579,0.33876434,0.3545122,0.036841426,0.007944725,0.029443642
IMG_20260406_121215_r1_c0_aug1,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c0_aug1.jpg,True,IMG_20260406_121215_r1_c0,28.263124,215.21735,254.30817,8.00959,6.639975,0.96356785,95.157616,226.72609,254.30817,1.0415663,8.037881,0.96356785,203.4118,98.81348,96.89223,5.069135,3.09301,3.0803516,0.056526504,0.43233377,0.51112723,0.012070387,0.0075427815,0.011088072
IMG_20260406_121215_r1_c0_aug2,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c0_aug2.jpg,True,IMG_20260406_121215_r1_c0,4.4865236,80.913635,123.62988,5.5164375,7.3181887,6.93428,100.75735,246.17035,123.62988,1.0188115,10.018922,6.93428,83.14145,124.204926,98.01356,7.0767207,2.6346323,2.2468355,0.01990998,0.38707772,0.5929991,0.020737536,0.011670348,0.021164443
IMG_20260406_121215_r1_c0_aug3,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c0_aug3.jpg,True,IMG_20260406_121215_r1_c0,2.8880079,138.09566,189.62035,7.263103,4.8938413,3.3686876,98.216835,251.21027,189.62035,0.4206357,8.897236,3.3686876,137.69844,115.79363,92.44094,4.444086,1.4183322,1.2541991,0.008194101,0.41780245,0.57401896,0.016334202,0.005790434,0.012488114
IMG_20260406_121215_r1_c0_aug4,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c0_aug4.jpg,True,IMG_20260406_121215_r1_c0,63.238438,219.96336,254.02254,7.6920533,5.020794,1.5002123,95.253944,191.55942,254.02356,0.9540976,7.734965,1.4986675,208.01878,99.10293,99.89371,3.9845166,2.2465005,2.3955834,0.117520645,0.40945995,0.47303843,0.010421764,0.005426212,0.008750014
IMG_20260406_121215_r1_c1_aug1,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c1_aug1.jpg,True,IMG_20260406_121215_r1_c1,119.19625,177.71672,200.71652,50.595303,24.198116,14.292979,98.551956,106.90133,200.71906,1.5424747,57.95111,14.296161,177.57957,116.58028,110.678825,25.006767,5.0388875,8.108269,0.2275515,0.35978988,0.4126626,0.07052061,0.017005738,0.054661695
IMG_20260406_121215_r1_c1_aug2,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c1_aug2.jpg,True,IMG_20260406_121215_r1_c1,126.2482,194.35336,216.38,51.988033,23.17461,14.633769,97.51809,109.11918,216.38164,1.2682852,54.963043,14.636309,191.80481,113.70617,110.577576,23.914335,5.7513227,7.373251,0.22472264,0.36470377,0.4105726,0.066113204,0.018959159,0.04804125
IMG_20260406_121215_r1_c1_aug3,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c1_aug3.jpg,True,IMG_20260406_121215_r1_c1,148.42734,205.38348,230.47473,51.22942,25.019024,14.258514,99.271286,93.262695,230.47614,1.5893608,49.835693,14.2605715,203.43414,117.04301,110.0159,25.368965,4.9990783,8.483487,0.24596186,0.35316935,0.40087518,0.05505718,0.012854057,0.043321647
IMG_20260406_121215_r1_c1_aug4,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c1_aug4.jpg,True,IMG_20260406_121215_r1_c1,82.332695,146.37067,176.41953,52.613384,29.611475,17.58663,99.639496,140.90668,176.4197,2.1106803,68.39616,17.58688,147.81938,118.5873,106.3752,29.98665,5.920553,9.35713,0.1827552,0.36307487,0.45416617,0.09056614,0.02466535,0.08155665
IMG_20260406_121215_r1_c2_aug1,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c2_aug1.jpg,True,IMG_20260406_121215_r1_c2,116.85125,152.95332,162.97359,41.640575,21.245466,14.475471,90.841644,77.46453,163.46832,17.799692,48.634212,15.449158,155.6887,118.78422,118.84937,23.036304,4.959897,5.7664824,0.2609923,0.35600463,0.38300368,0.05333468,0.016048498,0.037918396
IMG_20260406_121215_r1_c2_aug2,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c2_aug2.jpg,True,IMG_20260406_121215_r1_c2,196.30757,226.22731,244.67946,45.483994,23.359962,10.570046,87.48293,52.052578,244.78922,36.59303,41.40168,10.638133,225.70796,122.69156,115.76356,23.60129,3.9014037,9.434765,0.2898607,0.33963832,0.37049687,0.03788782,0.0058073304,0.032809675
IMG_20260406_121215_r1_c2_aug3,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c2_aug3.jpg,True,IMG_20260406_121215_r1_c2,175.77922,213.65176,230.72449,43.789227,21.645105,12.486778,93.94375,62.749336,230.82051,22.40454,38.145245,12.638675,212.92035,119.86184,115.60457,22.321205,4.7144747,7.1027465,0.27909997,0.34554088,0.37536088,0.03605287,0.009115043,0.027353635
IMG_20260406_121215_r1_c2_aug4,blue_IMG_20260406_121215,blue,train,/content/data/augmented_roi/blue/IMG_20260406_121215_r1_c2_aug4.jpg,True,IMG_20260406_121215_r1_c2,228.69441,251.31328,252.20753,30.785767,7.7557716,3.1386771,56.20461,24.248829,252.61919,45.15545,30.651514,3.11513,248.24426,121.155426,125.207344,8.971011,7.7666717,4.529085,0.31087285,0.34375963,0.34538624,0.0296972,0.012343906,0.018571122
